,CreditGrade,LoanStatus,ProsperScore,EmploymentStatus,StatedMonthlyIncome,MonthlyLoanPayment,LoanOriginalAmount,DebtToIncomeRatio,EstimatedLoss,diff_income_loan
358,AA,0,,Full-time,3333.333333,311.98,10000,0.31,,-6666.6666669999995
359,HR,0,,Full-time,3666.666667,34.75,1000,0.14,,2666.666667
360,,0,8.0,Employed,10500.0,355.75,15000,0.13,0.0299,-4500.0
361,,0,7.0,Employed,3325.833333,146.7,5000,0.05,0.0849,-1674.166667
362,E,0,,Full-time,3101.083333,201.45,5000,0.32,,-1898.916667
363,HR,0,,Full-time,4396.083333,356.2,8500,0.23,,-4103.916667
364,B,0,,Full-time,5000.0,385.91,11000,0.3,,-6000.0
365,HR,0,,Retired,3532.083333,159.04,4000,0.18,,-467.91666699999996
366,E,0,,Full-time,4426.5,119.28,3000,0.22,,1426.5
367,,0,2.0,Self-employed,4333.333333,99.23,2500,,0.105,1833.3333329999996
368,,0,6.0,Employed,5500.0,408.2,10000,0.27,0.112,-4500.0
369,D,0,,,3000.0,38.16,1000,0.013030000000000002,,2000.0
370,B,0,,Full-time,12083.333333,501.09,15000,0.42,,-2916.6666669999995
371,,0,7.0,Employed,5208.333333,408.2,10000,0.28,0.112,-4791.666667
372,E,0,,Not available,5000.0,98.08,2500,0.16,,2500.0
373,,0,4.0,Self-employed,4179.166667,442.68,14500,,0.1,-10320.833332999999
374,HR,0,,Full-time,2208.333333,112.74,2500,0.13,,-291.66666699999996
375,,0,3.0,Employed,7416.666667,268.35,9000,0.2,0.1075,-1583.3333329999996
376,,0,4.0,Employed,6666.666667,173.71,4000,0.12,0.165,2666.6666670000004
377,HR,0,,Full-time,5000.0,92.9,2400,0.28,,2600.0
378,A,0,,Full-time,5125.0,134.58,4000,0.65,,1125.0
379,,0,6.0,Employed,3291.666667,201.43,5000,0.06,0.112,-1708.333333
380,,0,7.0,Employed,4833.333333,306.15,7500,0.08,0.108,-2666.6666670000004
381,B,0,,Full-time,3333.333333,354.04,10000,0.15,,-6666.6666669999995
382,,0,7.0,Employed,2296.666667,119.15,3000,0.13,0.1125,-703.333333
383,,0,4.0,Employed,3533.0,236.94,6000,0.33,0.105,-2467.0
384,,0,3.0,Employed,20416.666666999998,665.69,25000,0.19,0.0699,-4583.333333000002
385,A,0,,Full-time,2500.0,47.04,1500,0.16,,1000.0
386,,0,5.0,Full-time,4345.666667,214.98,5000,0.34,0.13,-654.3333329999996
387,B,0,,Full-time,8083.333333,941.88,25000,0.22,,-16916.666667
388,HR,0,,Retired,3987.0,81.65,2000,0.02,,1987.0
389,,0,9.0,Employed,9120.0,433.44,5000,0.09,0.0224,4120.0
390,,0,7.0,Employed,3750.0,170.65,4500,0.13,0.089,-750.0
391,A,0,,Full-time,2600.0,289.93,7500,0.4,,-4900.0
392,E,0,,Full-time,5000.416667,226.18,5000,0.43,,0.416667000000416
393,D,0,,Full-time,2333.333333,113.02,2500,0.35,,-166.66666699999996
394,HR,0,,Full-time,4127.083333,433.83,12000,0.57,,-7872.916667
395,A,0,,Full-time,4354.333333,166.07,5000,0.04,,-645.6666670000004
396,HR,0,,Self-employed,3333.333333,45.24,1000,,,2333.333333
397,C,0,,Full-time,4166.666667,661.67,15000,0.34,,-10833.333332999999
398,E,0,,Full-time,5583.333333,103.41,2500,0.35,,3083.3333329999996
399,D,0,,Full-time,2481.416667,134.02,3000,0.49,,-518.583333
400,,0,3.0,Self-employed,3750.0,130.28,3000,,0.165,750.0
401,,0,,,2916.666667,156.41,4000,0.10368,,-1083.333333
402,,0,7.0,Full-time,3416.666667,64.5,1500,0.09,0.1,1916.666667
403,C,0,,Not available,7083.333333,250.62,7000,0.27,,83.33333299999958
404,,0,7.0,Full-time,2500.0,196.14,5000,0.32,0.1,-2500.0
405,,0,8.0,Employed,2600.0,360.25,13250,0.22,0.0599,-10650.0
406,C,0,,Full-time,7573.333333,689.0,19750,0.37,,-12176.666667000001
407,C,0,,Full-time,4993.25,234.99,6500,0.17,,-1506.75
408,B,0,,Full-time,2083.333333,204.95,6100,0.19,,-4016.666667
409,C,0,,Full-time,4000.0,53.37,1600,0.17,,2400.0
410,E,0,,Full-time,6666.666667,56.3,1250,0.1,,5416.666667
411,,0,5.0,Employed,4416.666667,217.74,5000,0.12,0.147,-583.3333329999996
412,C,0,,Full-time,2083.333333,36.15,1000,0.03,,1083.333333
413,AA,0,,Full-time,6743.083333,806.68,25000,0.14,,-18256.916667
414,C,0,,Full-time,5583.333333,181.52,5000,0.12,,583.3333329999996
415,HR,0,,Full-time,1650.666667,90.47,2000,0.11,,-349.33333300000004
416,,0,8.0,Employed,8750.0,205.47,5000,0.18,0.108,3750.0
417,C,0,,Full-time,3500.0,304.49,8000,0.21,,-4500.0
418,,0,7.0,Employed,4333.333333,114.95,5000,0.24,0.0299,-666.6666670000004
419,AA,0,,Full-time,3000.0,168.47,5000,0.07,,-2000.0
420,,0,6.0,Self-employed,2583.333333,171.08,4000,,0.147,-1416.666667
421,D,0,,Full-time,3708.333333,75.35,2000,0.16,,1708.333333
422,C,0,,Full-time,4471.25,797.91,25000,0.86,,-20528.75
423,,0,8.0,Employed,3586.333333,193.85,5600,0.06,0.0595,-2013.666667
424,,0,5.0,Employed,5666.666667,174.2,4000,0.16,0.147,1666.6666670000004
425,B,0,,Full-time,5416.666667,361.27,10000,0.3,,-4583.333333
426,,0,1.0,Employed,10650.5,335.04,7500,0.38,0.366,3150.5
427,,0,9.0,Employed,3583.333333,138.64,4000,0.15,0.0595,-416.66666699999996
428,,0,7.0,Employed,1666.666667,78.98,2000,0.05,0.1125,-333.33333300000004
429,,0,9.0,Employed,26000.0,838.74,25000,0.11,0.033,1000.0
430,B,0,,Full-time,4483.333333,362.78,10000,0.27,,-5516.666667
431,D,0,,Full-time,4166.666667,301.86,7500,0.27,,-3333.3333329999996
432,D,0,,Full-time,5583.333333,196.16,5000,0.21,,583.3333329999996
433,C,0,,Not available,4833.333333,538.53,15000,0.6,,-10166.666667000001
434,AA,0,,Full-time,4000.0,157.61,5000,0.27,,-1000.0
435,,0,2.0,Employed,3583.333333,86.85,2000,0.43,0.165,1583.333333
436,E,0,,Full-time,4137.0,167.62,4000,0.16,,137.0
437,HR,0,,Full-time,4208.333333,111.8,2600,0.32,,1608.3333329999996
438,,0,8.0,Employed,6416.666667,316.34,7500,0.15,0.108,-1083.3333329999996
439,,0,5.0,Employed,23416.666666999998,173.71,4000,0.13,0.165,19416.666666999998
440,,0,6.0,Employed,3986.666667,246.56,6000,0.34,0.108,-2013.333333
441,D,0,,Full-time,3333.333333,300.54,7500,0.1,,-4166.6666669999995
442,,0,8.0,Employed,3333.333333,375.05,15000,0.18,0.0399,-11666.666667
443,C,0,,Full-time,3333.333333,138.66,4000,0.28,,-666.666667
444,,0,2.0,Employed,4333.333333,324.99,7500,0.42,0.149,-3166.6666670000004
445,C,0,,Full-time,4954.333333,541.91,15000,0.61,,-10045.666667000001
446,,0,4.0,Employed,3950.0,173.71,4000,0.48,0.165,-50.0
447,,0,,Not available,2666.666667,44.17,1200,0.02,,1466.666667
448,,0,7.0,Employed,4166.666667,428.22,15000,0.29,0.0749,-10833.333332999999
449,HR,0,,Not employed,623.0,125.72,3000,0.2,,-2377.0
450,B,0,,Full-time,9583.333333,542.83,12000,,,-2416.6666669999995
451,HR,0,,Not available,3208.333333,316.09,7950,0.19,,-4741.6666669999995
452,E,0,,Full-time,9815.416667,209.53,5000,0.05,,4815.4166669999995
453,,0,8.0,Part-time,900.0,74.93,1850,0.24,0.1,-950.0
454,E,0,,Not available,6583.333333,254.71,6000,0.07,,583.3333329999996
455,,0,7.0,Full-time,2500.0,37.65,1000,0.06,0.108,1500.0
456,HR,0,,Not available,5000.0,37.16,1000,0.01,,4000.0
457,,0,5.0,Employed,3500.0,412.66,15000,0.48,0.0624,-11500.0
458,,0,2.0,Employed,5416.666667,158.33,3500,0.03,0.24,1916.6666670000004
459,C,0,,Full-time,6583.333333,129.92,4000,0.13,,2583.3333329999996
460,,0,2.0,Self-employed,10416.666667,335.0,7500,,0.24,2916.6666669999995
461,,0,6.0,Full-time,4583.333333,218.33,5000,0.18,0.142,-416.6666670000004
462,,0,5.0,Employed,7291.666667,232.9,5348,0.1,0.147,1943.6666670000004
463,,0,5.0,Employed,1250.0,173.71,4000,0.39,0.165,-2750.0
464,,0,7.0,Employed,5416.666667,244.92,6000,0.2,0.112,-583.3333329999996
465,C,0,,Full-time,3500.0,96.11,2551,0.04,,949.0
466,,0,7.0,Employed,3466.666667,316.34,7500,,0.108,-4033.333333
467,,0,8.0,Employed,1916.6666670000002,88.15,2500,0.06,0.0595,-583.3333329999998
468,B,0,,Full-time,6250.0,541.83,15000,0.36,,-8750.0
469,,0,4.0,Full-time,4506.666667,180.94,4000,0.24,0.18,506.6666670000004
470,D,0,,Not available,2250.0,160.44,4500,0.32,,-2250.0
471,C,0,,Full-time,2926.0,123.05,3500,0.32,,-574.0
472,HR,0,,Self-employed,300.0,153.1,3800,1.6,,-3500.0
473,D,0,,Full-time,2716.666667,111.36,2500,0.05,,216.66666699999996
474,,0,1.0,Self-employed,6250.0,136.98,4000,,0.1475,2250.0
475,D,0,,Not available,2253.333333,209.53,5000,0.36,,-2746.666667
476,D,0,,Not available,5383.333333,114.57,3000,0.1,,2383.3333329999996
477,,0,6.0,Employed,4175.0,439.3,15000,0.39,0.0925,-10825.0
478,C,0,,Full-time,12500.0,295.11,8000,0.12,,4500.0
479,C,0,,,5333.333333,297.1,8000,0.16164,,-2666.6666670000004
480,,0,8.0,Employed,3750.0,123.5,3500,0.17,0.0565,250.0
481,D,0,,Full-time,8333.333333,240.26,7000,0.2,,1333.3333330000005
482,HR,0,,Full-time,7916.666667,70.62,1800,0.16,,6116.666667
483,E,0,,Full-time,3300.0,188.32,4800,0.27,,-1500.0
484,E,0,,Full-time,1666.666667,209.53,5000,0.74,,-3333.333333
485,HR,0,,Not available,4166.666667,99.2,2500,0.18,,1666.6666670000004
486,HR,0,,Not available,5250.0,206.28,5000,0.27,,250.0
487,AA,0,,Full-time,4416.666667,509.03,15000,0.44,,-10583.333332999999
488,,0,8.0,Employed,11666.666667,175.76,5000,0.15,0.0549,6666.6666669999995
489,A,0,,Full-time,3041.666667,361.52,10000,0.72,,-6958.3333330000005
490,,0,7.0,Employed,3750.0,205.47,5000,,0.108,-1250.0
491,,0,2.0,Employed,2416.666667,172.76,4000,0.59,0.1575,-1583.333333
492,E,0,,Full-time,3513.0,135.66,2999,0.12,,514.0
493,,0,7.0,Employed,5166.666667,161.08,5500,0.15,0.089,-333.3333329999996
494,,0,7.0,Employed,6208.333333,372.71,15000,0.34,0.0549,-8791.666667000001
495,A,0,,Full-time,3333.333333,259.26,7500,0.08,,-4166.6666669999995
496,D,0,,Full-time,5083.333333,180.94,4000,0.21,,1083.3333329999996
497,D,0,,Full-time,3333.333333,108.01,3000,0.12,,333.33333300000004
498,,0,4.0,Employed,2116.666667,259.74,5964,,0.147,-3847.333333
499,E,0,,Part-time,2035.0,126.66,2800,0.38,,-765.0
500,C,0,,Full-time,2083.333333,162.39,5000,0.23,,-2916.666667
501,,0,4.0,Employed,2250.0,120.52,4000,0.29,0.0975,-1750.0
502,C,0,,Full-time,4916.666667,180.94,4000,0.18,,916.6666670000004
503,B,0,,Not available,6250.0,878.93,25000,0.36,,-18750.0
504,,0,5.0,Employed,5166.666667,216.36,5000,0.09,0.147,166.66666700000042
505,D,0,,Full-time,4000.0,78.33,2000,0.36,,2000.0
506,A,0,,Self-employed,3500.0,773.45,22000,0.4,,-18500.0
507,,0,8.0,Employed,5250.0,228.49,6500,0.07,0.0595,-1250.0
508,,0,6.0,Employed,2666.666667,136.98,4000,0.26,0.147,-1333.333333
509,B,0,,Self-employed,3500.0,120.47,3500,0.27,,0.0
510,,0,8.0,Employed,7083.333333,481.83,14000,0.13,0.0565,-6916.666667
511,B,0,,Full-time,4166.666667,311.99,9000,0.41,,-4833.333333
512,,0,5.0,Other,2308.333333,174.2,4000,0.1,0.183,-1691.666667
513,HR,0,,Full-time,1333.333333,39.7,1000,0.05,,333.33333300000004
514,,0,7.0,Full-time,7083.333333,161.7,4000,0.19,0.1,3083.3333329999996
515,HR,0,,Not available,5500.0,94.29,2250,0.17,,3250.0
516,,0,4.0,Employed,1916.6666670000002,130.28,3000,0.31,0.165,-1083.3333329999998
517,,0,5.0,Employed,6083.333333,173.71,4000,0.3,0.1625,2083.3333329999996
518,C,0,,Full-time,5166.666667,217.77,5000,0.08,,166.66666700000042
519,,0,8.0,Employed,8583.333333,338.92,15000,0.3,0.0374,-6416.6666669999995
520,B,0,,Full-time,3166.666667,103.98,3000,0.29,,166.66666699999996
521,AA,0,,Full-time,848.0,262.86,8000,0.42,,-7152.0
522,HR,0,,Not available,3200.0,70.57,1800,0.39,,1400.0
523,D,0,,Full-time,5833.333333,838.11,20000,0.44,,-14166.666667000001
524,D,0,,,5428.666667,286.43,7500,0.37,,-2071.3333329999996
525,D,0,,Full-time,1900.0,208.43,6000,0.35,,-4100.0
526,C,0,,Full-time,4583.333333,350.34,10000,0.3,,-5416.666667
527,D,0,,Not available,4583.333333,201.61,5500,0.2,,-916.6666670000004
528,C,0,,Full-time,3666.666667,87.89,2500,0.31,,1166.666667
529,E,0,,Not available,3000.0,108.28,2771,0.19,,229.0
530,,0,6.0,Employed,1906.6666670000002,236.7,7500,,0.119,-5593.333333
531,A,0,,Full-time,5166.666667,245.54,7500,0.13,,-2333.3333329999996
532,E,0,,Full-time,2966.25,282.0,7000,0.11,,-4033.75
533,D,0,,Full-time,2916.666667,45.24,1000,0.11,,1916.666667
534,E,0,,Self-employed,4000.0,40.35,1000,0.21,,3000.0
535,D,0,,,4000.0,191.47,5000,0.26,,-1000.0
536,C,0,,Self-employed,5166.666667,271.42,6000,,,-833.3333329999996
537,E,0,,Full-time,4083.333333,45.24,1000,0.39,,3083.333333
538,,0,6.0,Full-time,5000.0,98.65,2200,0.09,0.14,2800.0
539,D,0,,Full-time,4083.333333,298.2,7500,0.13,,-3416.666667
540,C,0,,Full-time,5000.0,158.33,3500,0.36,,1500.0
541,,0,1.0,Self-employed,2000.0,130.27,2991,,0.203,-991.0
542,,0,4.0,Other,4166.666667,174.2,4000,0.05,0.147,166.66666700000042
543,,0,8.0,Employed,7083.333333,136.98,4000,0.15,0.147,3083.3333329999996
544,D,0,,Full-time,3403.666667,139.16,3500,0.28,,-96.33333300000004
545,,0,4.0,Employed,3333.333333,173.71,4000,0.34,0.1625,-666.666667
546,,0,3.0,Employed,4991.666667,578.46,15000,0.29,0.0975,-10008.333332999999
547,,0,5.0,Employed,3658.333333,87.1,2000,0.04,0.147,1658.333333
548,,0,5.0,Other,3750.0,174.2,4000,0.35,0.147,-250.0
549,E,0,,Full-time,2985.416667,38.06,1000,0.24,,1985.416667
550,,0,7.0,Employed,5833.333333,102.05,2500,0.08,0.108,3333.3333329999996
551,,0,9.0,Employed,5000.0,290.69,13000,0.28,0.0249,-8000.0
552,,0,8.0,Self-employed,5166.666667,143.89,4300,,0.021,866.6666670000004
553,D,0,,Full-time,2426.666667,323.12,9000,0.17,,-6573.3333330000005
554,,0,4.0,Employed,4750.0,173.71,4000,0.44,0.1675,750.0
555,,0,2.0,Employed,2083.333333,161.99,4000,0.11,0.1225,-1916.666667
556,E,0,,Full-time,2261.083333,306.19,7500,0.63,,-5238.9166669999995
557,B,0,,Full-time,3083.333333,527.85,14500,0.4,,-11416.666667
558,AA,0,,,7500.0,500.94,15000,0.14,,-7500.0
559,C,0,,Full-time,6583.333333,163.1,5000,0.22,,1583.3333329999996
560,B,0,,Full-time,2090.583333,351.57,10000,0.44,,-7909.4166669999995
561,,0,4.0,Employed,4000.0,326.62,7500,0.36,0.147,-3500.0
562,,0,3.0,Employed,2833.333333,136.98,4000,,0.1475,-1166.666667
563,,0,5.0,Self-employed,1666.666667,322.47,7500,,0.13,-5833.3333330000005
564,E,0,,Full-time,2253.333333,208.96,5000,0.43,,-2746.666667
565,B,0,,Full-time,2500.0,302.38,9000,0.27,,-6500.0
566,,0,2.0,Employed,1833.3333329999998,163.52,4000,0.49,0.1275,-2166.6666670000004
567,,0,7.0,Employed,6666.666667,189.57,6500,0.17,0.089,166.66666700000042
568,,0,8.0,Full-time,3500.0,194.59,6000,0.25,0.021,-2500.0
569,HR,0,,,1000.0,125.8,3002,0.24,,-2002.0
570,,0,2.0,Employed,3583.333333,87.1,2000,0.2,0.165,1583.333333
571,,0,5.0,Employed,2666.666667,87.1,2000,0.1,0.147,666.666667
572,A,0,,Full-time,5416.666667,572.86,15000,,,-9583.333332999999
573,HR,0,,Full-time,3725.0,139.16,3500,0.61,,225.0
574,HR,0,,Self-employed,1200.0,90.42,2501,0.17,,-1301.0
575,D,0,,Full-time,2916.666667,171.9,3800,0.26,,-883.333333
576,,0,4.0,Employed,3538.75,312.93,11524,0.51,0.0649,-7985.25
577,,0,9.0,Employed,7916.666667,490.73,15000,0.17,0.035,-7083.333333
578,,0,9.0,Employed,6666.666667,490.73,15000,0.11,0.035,-8333.333332999999
579,E,0,,Not available,2359.0,125.72,3000,0.3,,-641.0
580,D,0,,Not available,8333.333333,525.05,14200,0.27,,-5866.6666669999995
581,,0,9.0,Full-time,2666.666667,129.07,4000,0.3,0.021,-1333.333333
582,,0,5.0,Other,2250.0,277.33,10000,0.55,0.065,-7750.0
583,,0,1.0,Employed,3041.666667,322.47,7500,0.87,0.13,-4458.3333330000005
584,HR,0,,Full-time,3500.0,42.45,1000,0.32,,2500.0
585,C,0,,,4083.333333,64.94,1900,0.17557999999999999,,2183.333333
586,D,0,,Self-employed,2214.25,419.06,10000,0.25,,-7785.75
587,,0,2.0,Self-employed,8750.0,108.87,2500,,0.165,6250.0
588,,0,5.0,Employed,4083.333333,361.93,12500,0.21,0.0975,-8416.666667
589,,0,4.0,Full-time,2912.0,401.52,10000,0.46,0.105,-7088.0
590,HR,0,,Full-time,2666.666667,56.57,1350,0.07,,1316.666667
591,,0,5.0,Employed,4166.666667,173.71,4000,0.14,0.1675,166.66666700000042
592,,0,7.0,Employed,3575.833333,155.8,5000,0.04,0.1125,-1424.166667
593,,0,5.0,Employed,3250.0,133.5,4000,0.54,0.1425,-750.0
594,D,0,,Full-time,3750.0,77.47,2000,0.25,,1750.0
595,,0,6.0,Self-employed,1833.3333329999998,201.43,5000,,0.112,-3166.6666670000004
596,D,0,,Not available,2742.25,110.27,3000,0.06,,-257.75
597,HR,0,,Not available,125.0,30.99,1000,0.57,,-875.0
598,B,0,,Full-time,3764.833333,123.92,3500,0.09,,264.83333300000004
599,C,0,,Full-time,3479.166667,275.9,6500,0.62,,-3020.833333
600,,0,6.0,Employed,6526.416667,329.86,9000,0.29,0.061,-2473.5833329999996
601,,0,3.0,Full-time,3291.666667,169.78,4000,0.29,0.149,-708.333333
602,,0,1.0,Self-employed,10833.333333,257.97,6000,,0.13,4833.3333330000005
603,D,0,,Full-time,2865.75,165.45,4000,0.34,,-1134.25
604,,0,1.0,Employed,15000.0,173.71,4000,0.37,0.1675,11000.0
605,C,0,,Not available,5900.0,327.88,9500,0.13,,-3600.0
606,,0,8.0,Full-time,4583.333333,274.88,7500,0.15,0.061,-2916.6666670000004
607,,0,2.0,Employed,10000.0,168.32,4000,0.18,0.1425,6000.0
608,D,0,,Retired,800.0,161.45,4500,0.54,,-3700.0
609,E,0,,Full-time,2583.333333,125.72,3000,0.24,,-416.66666699999996
610,C,0,,Full-time,2500.0,366.56,10000,0.54,,-7500.0
611,,0,10.0,Employed,7750.0,526.39,25000,0.16,0.01,-17250.0
612,,0,2.0,Employed,7666.666667,400.62,13000,,0.1075,-5333.333333
613,,0,8.0,Employed,8333.333333,802.46,25000,0.26,0.02,-16666.666666999998
614,,0,6.0,Employed,2083.333333,131.0,3000,,0.142,-916.666667
615,D,0,,Full-time,2499.916667,209.53,5000,0.19,,-2500.083333
616,,0,5.0,Employed,4500.0,251.4,6000,,0.147,-1500.0
617,,0,4.0,Employed,2083.333333,197.86,6500,0.37,0.1025,-4416.6666669999995
618,,0,5.0,Employed,6250.0,173.71,4000,,0.1675,2250.0
619,,0,6.0,Retired,4000.0,212.6,6000,0.19,0.052,-2000.0
620,B,0,,Self-employed,10400.0,609.1,18000,0.11,,-7600.0
621,A,0,,Full-time,6666.666667,512.66,15000,0.32,,-8333.333332999999
622,A,0,,Self-employed,10000.0,256.08,7500,0.22,,2500.0
623,,0,1.0,Employed,5000.0,136.98,4000,0.25,0.149,1000.0
624,,0,6.0,Employed,2795.0,183.69,4500,0.26,0.112,-1705.0
625,,0,6.0,Employed,2083.333333,219.0,5500,0.38,0.112,-3416.666667
626,,0,7.0,Employed,8333.333333,199.09,5000,0.12,0.112,3333.3333330000005
627,,0,5.0,Employed,2916.666667,173.71,4000,0.14,0.165,-1083.333333
628,HR,0,,Not available,4583.333333,276.82,7500,0.14,,-2916.6666670000004
629,HR,0,,Full-time,2666.666667,99.4,2500,0.17,,166.66666699999996
630,C,0,,Full-time,2583.333333,108.46,3000,0.04,,-416.66666699999996
631,B,0,,Not available,2500.0,546.02,14999,0.65,,-12499.0
632,,0,5.0,Employed,3750.0,217.74,5000,0.47,0.142,-1250.0
633,,0,8.0,Employed,11250.0,539.88,15000,0.08,0.0565,-3750.0
634,E,0,,Full-time,4333.333333,206.82,5000,0.2,,-666.6666670000004
635,B,0,,Self-employed,5388.5,387.66,9750,0.63,,-4361.5
636,,0,7.0,Employed,3833.333333,81.64,2000,0.14,0.112,1833.333333
637,,0,9.0,Employed,5000.0,133.56,5000,0.13,0.0549,0.0
638,HR,0,,Not available,3000.0,37.13,1000,0.26,,2000.0
639,,0,5.0,Employed,6125.0,306.15,7500,0.52,0.112,-1375.0
640,HR,0,,Self-employed,1833.3333329999998,67.85,1500,,,333.3333329999998
641,E,0,,,2083.333333,111.49,3000,0.07,,-916.666667
642,,0,2.0,Employed,3166.666667,108.87,2500,,0.147,666.666667
643,B,0,,Full-time,12500.0,583.78,15000,0.34,,-2500.0
644,C,0,,Full-time,8415.75,891.19,24000,0.23,,-15584.25
645,HR,0,,Full-time,2354.083333,44.32,1100,0.25,,1254.083333
646,D,0,,Not available,1260.333333,89.13,2500,0.34,,-1239.666667
647,,0,4.0,Employed,5708.333333,473.34,17500,0.24,0.0749,-11791.666667000001
648,,0,6.0,Employed,3958.333333,260.23,6500,0.08,0.119,-2541.666667
649,E,0,,,6250.0,193.29,5000,0.13,,1250.0
650,,0,5.0,Employed,13333.333333,173.71,4000,0.03,0.165,9333.333333
651,B,0,,Full-time,2250.0,67.1,2000,0.08,,250.0
652,A,0,,Full-time,2750.0,510.41,15000,0.19,,-12250.0
653,D,0,,Full-time,5416.666667,113.33,3000,0.16,,2416.6666670000004
654,C,0,,Full-time,6750.0,86.66,2500,0.14,,4250.0
655,B,0,,Full-time,4000.0,361.52,10000,0.18,,-6000.0
656,B,0,,Not available,4089.916667,97.51,3000,0.39,,1089.916667
657,,0,6.0,Employed,3000.0,179.47,7000,0.3,0.042,-4000.0
658,C,0,,Full-time,2601.666667,85.12,2500,0.15,,101.66666699999996
659,,0,4.0,Full-time,1734.0833329999998,54.43,1500,0.32,0.18,234.0833329999998
660,B,0,,Full-time,3720.0,53.48,1500,0.61,,2220.0
661,,0,9.0,Full-time,4333.333333,124.09,3000,0.11,0.065,1333.3333329999996
662,HR,0,,Full-time,1792.6666670000002,89.13,2500,0.13,,-707.3333329999998
663,D,0,,Full-time,3291.666667,133.7,3750,0.06,,-458.33333300000004
664,,0,9.0,Employed,33333.333332999995,601.46,25000,0.12,0.033,8333.333332999995
665,,0,4.0,Other,1500.0,172.76,4000,0.75,0.1575,-2500.0
666,C,0,,Full-time,3833.333333,117.7,3200,0.04,,633.333333
667,E,0,,Full-time,4000.0,125.72,3000,0.11,,1000.0
668,,0,1.0,Employed,6250.0,293.3,7000,0.28,0.13,-750.0
669,,0,9.0,Full-time,5833.333333,96.77,2500,0.04,0.065,3333.3333329999996
670,,0,3.0,Full-time,5666.666667,180.94,4000,0.15,0.18,1666.6666670000004
671,,0,7.0,Employed,3166.666667,94.8,2500,0.63,0.089,666.666667
672,B,0,,Full-time,2916.666667,196.14,5000,0.35,,-2083.333333
673,D,0,,Full-time,3727.166667,294.25,7500,0.22,,-3772.833333
674,B,0,,Self-employed,4916.666667,336.94,10000,0.13,,-5083.333333
675,E,0,,Full-time,9000.0,180.94,4000,0.05,,5000.0
676,C,0,,Full-time,4000.0,252.85,7200,0.28,,-3200.0
677,AA,0,,Full-time,1800.0,875.84,25000,0.62,,-23200.0
678,,0,3.0,Employed,875.0,172.76,4000,1.07,0.1575,-3125.0
679,HR,0,,Full-time,6083.333333,178.14,5000,0.32,,1083.3333329999996
680,,0,7.0,Employed,3583.333333,125.2,4000,0.07,0.1175,-416.66666699999996
681,E,0,,Full-time,2333.333333,80.58,2000,0.05,,333.33333300000004
682,E,0,,Full-time,1958.3333329999998,78.47,2000,0.18,,-41.66666700000019
683,E,0,,Not available,3500.0,419.1,10001,0.28,,-6501.0
684,AA,0,,Not available,4583.333333,542.29,15000,0.1,,-10416.666667000001
685,E,0,,Full-time,2083.333333,48.03,1200,0.39,,883.333333
686,HR,0,,Full-time,2833.333333,100.37,2560,0.3,,273.33333300000004
687,AA,0,,Full-time,733.333333,350.12,10100,0.5,,-9366.666667
688,,0,8.0,Self-employed,10833.333333,404.54,15000,,0.0565,-4166.6666669999995
689,E,0,,Not available,4583.333333,489.44,13000,0.33,,-8416.666667000001
690,,0,,Not available,2227.5,30.88,1000,,,1227.5
691,,0,4.0,Full-time,11333.333333,135.71,3000,0.21,0.183,8333.333333
692,HR,0,,Full-time,3666.666667,146.67,3500,0.12,,166.66666699999996
693,,0,10.0,Employed,11666.666667,824.52,25000,0.1,0.033,-13333.333333
694,D,0,,Full-time,2166.666667,171.62,5000,0.25,,-2833.333333
695,E,0,,Full-time,3750.0,112.23,3000,0.16,,750.0
696,,0,5.0,Other,3700.0,484.72,13000,0.51,0.085,-9300.0
697,,0,8.0,Employed,5000.0,180.32,5500,0.14,0.02,-500.0
698,C,0,,Full-time,8333.333333,371.38,10000,0.17,,-1666.6666669999995
699,D,0,,Full-time,2333.333333,129.0,3000,0.18,,-666.666667
700,,0,9.0,Full-time,3333.333333,73.97,2200,,0.021,1133.333333
701,,0,7.0,Employed,6625.0,174.2,4000,0.09,0.147,2625.0
702,AA,0,,Full-time,16666.666666999998,330.71,10000,0.18,,6666.666666999998
703,A,0,,Full-time,4333.333333,47.76,1500,0.17,,2833.3333329999996
704,,0,8.0,Employed,5416.666667,161.96,4500,0.18,0.0565,916.6666670000004
705,,0,7.0,Full-time,6583.333333,215.01,5000,0.16,0.1,1583.3333329999996
706,E,0,,Not available,1516.666667,186.84,5000,0.22,,-3483.333333
707,,0,4.0,Employed,5833.333333,173.71,4000,0.03,0.165,1833.3333329999996
708,C,0,,Full-time,1971.6666670000002,126.31,3500,0.23,,-1528.3333329999998
709,,0,7.0,Employed,4250.0,568.83,15000,0.31,0.089,-10750.0
710,,0,8.0,Employed,8250.0,221.66,4900,0.03,0.108,3350.0
711,,0,7.0,Full-time,5000.0,249.85,6100,0.06,0.1,-1100.0
