,CreditGrade,LoanStatus,ProsperScore,EmploymentStatus,StatedMonthlyIncome,MonthlyLoanPayment,LoanOriginalAmount,DebtToIncomeRatio,EstimatedLoss
980,,Completed,3.0,Employed,3916.666667,216.72,8500,0.17,0.0599
982,,Completed,6.0,Full-time,6875.0,267.11,6500,0.25,0.108
983,C,Chargedoff,,Full-time,5583.333333,584.25,15000,0.42,
987,,Completed,8.0,Full-time,9311.083333,84.84,2500,0.22,0.05
988,,Completed,5.0,Not employed,0.0,43.67,1000,,0.142
990,,Completed,8.0,Employed,10000.0,453.67,17500,0.21,0.0474
991,,Completed,4.0,Employed,6416.666667,440.46,4981,0.28,0.0474
992,,Completed,4.0,Employed,4833.333333,86.85,2000,0.25,0.1675
996,,Completed,9.0,Self-employed,14166.666667,102.15,3000,,0.021
1005,C,Completed,,Full-time,5833.333333,45.88,6001,0.09,
1006,,Completed,10.0,Employed,3000.0,76.68,2500,0.09,0.0155
1009,,Completed,4.0,Employed,6833.333333,129.42,3000,0.35,0.183
1013,,Completed,10.0,Full-time,5000.0,30.88,1000,,0.006
1018,,Completed,7.0,Employed,4166.666667,355.42,9000,0.22,0.1125
1020,B,Completed,,Full-time,8416.666667,151.62,4500,0.12,
1022,,Completed,9.0,Full-time,3416.666667,162.28,5000,0.12,0.021
1023,AA,Completed,,,8333.333333,156.68,5000,0.0248,
1024,,Chargedoff,3.0,Full-time,2033.3333329999998,77.28,2000,0.45,0.099
1025,,Chargedoff,6.0,Employed,3583.333333,350.06,11500,0.26,0.1025
1028,,Completed,7.0,Full-time,2840.083333,131.5,3500,0.28,0.1
1032,D,Completed,,Full-time,1666.666667,179.89,5000,0.21,
1034,AA,Completed,,Not available,4160.0,626.6,19500,0.19,
1038,,Chargedoff,6.0,Employed,11666.666667,408.2,10000,0.13,0.112
1040,AA,Completed,,Not available,3750.0,30.74,1000,0.13,
1041,C,Completed,,Full-time,5833.333333,159.41,4000,0.53,
1044,,Completed,9.0,Employed,6233.333333,236.03,7500,0.05,0.0325
1045,,Chargedoff,5.0,Employed,6072.0,173.71,4000,0.07,0.165
1048,C,Completed,,Full-time,5000.0,220.84,5000,0.44,
1052,A,Completed,,Full-time,5916.666667,159.0,5000,0.18,
1054,,Completed,3.0,Employed,3081.666667,238.53,8000,0.24,0.1075
1056,,Completed,10.0,Full-time,2500.0,77.31,2500,0.06,0.006
1058,,Chargedoff,9.0,Full-time,13750.0,152.88,4500,0.29,0.021
1062,HR,Chargedoff,,Not available,2916.666667,83.81,2000,0.03,
1064,,Completed,10.0,Employed,6250.0,0.0,2000,0.09,0.033
1065,A,Completed,,Full-time,5839.833333,401.77,12015,0.39,
1067,D,Completed,,Full-time,4166.666667,119.23,3000,0.22,
1069,AA,Chargedoff,,Full-time,6409.0,818.47,25000,0.14,
1070,,Completed,8.0,Employed,3350.0,180.74,5000,0.2,0.0595
1073,,Completed,8.0,Employed,8664.083333,519.25,15000,0.27,0.0595
1076,C,Chargedoff,,Full-time,12083.333333,142.51,4000,0.09,
1081,B,Completed,,,10833.333333,99.36,3000,0.03,
1083,,Completed,6.0,Employed,4166.666667,437.46,15000,0.62,0.089
1084,C,Completed,,Full-time,3000.0,505.08,12000,0.29,
1086,,Completed,6.0,Employed,1666.666667,102.05,2500,0.15,0.112
1091,B,Chargedoff,,Part-time,2500.0,474.76,14000,0.3,
1095,AA,Chargedoff,,Self-employed,5000.0,225.95,6250,0.09,
1096,A,Chargedoff,,Full-time,13333.333333,241.57,7400,0.4,
1100,,Completed,5.0,Employed,4333.333333,173.71,4000,0.19,0.165
1101,E,Chargedoff,,Not available,3333.333333,41.88,1000,0.38,
1102,B,Chargedoff,,Full-time,5108.333333,184.57,5000,0.27,
1105,HR,Completed,,Not available,1916.6666670000002,62.86,1500,0.06,
1112,,Completed,2.0,Employed,6250.0,345.08,12000,0.32,0.0849
1115,B,Completed,,Full-time,3858.833333,86.66,2500,0.29,
1117,,Completed,6.0,Employed,5000.0,286.39,7500,0.25,0.098
1119,D,Chargedoff,,Full-time,5383.333333,267.33,7000,0.12,
1120,,Completed,2.0,Self-employed,4166.666667,174.2,4000,,0.165
1126,C,Completed,,,4250.0,94.77,2550,0.13759000000000002,
1131,C,Completed,,Full-time,4270.666667,259.99,7500,0.26,
1132,,Completed,8.0,Employed,8333.333333,54.38,2000,0.06,0.0599
1137,,Completed,5.0,Employed,37500.0,173.71,4000,0.14,0.1625
1138,B,Completed,,Full-time,3166.666667,32.24,1000,0.01,
1139,,Completed,8.0,Employed,2500.0,89.98,2500,0.1,0.0565
1141,,Completed,8.0,Employed,10000.0,269.94,7500,0.19,0.0565
1142,B,Completed,,Full-time,5000.0,112.79,3300,0.2,
1144,,Completed,5.0,Full-time,2083.333333,0.0,1600,0.25,0.183
1145,C,Completed,,,9000.0,138.47,4000,0.14,
1148,C,Completed,,,2666.666667,95.24,3000,0.07305,
1149,B,Completed,,Full-time,3500.0,337.18,10000,0.24,
1155,,Completed,4.0,Employed,1233.333333,131.81,4000,,0.1375
1157,A,Completed,,Not employed,0.0,231.83,7000,,
1159,,Chargedoff,5.0,Other,2916.666667,173.71,4000,0.36,0.165
1160,E,Chargedoff,,Not available,2406.666667,109.97,3000,0.35,
1162,D,Chargedoff,,Full-time,5500.0,70.12,2000,0.14,
1163,D,Completed,,,4166.666667,357.79,9800,0.23,
1165,,Completed,8.0,Full-time,2000.0,276.93,8000,0.31,0.0595
1169,,Completed,8.0,Full-time,7166.666667,406.68,9500,0.28,0.08
1171,,Chargedoff,8.0,Employed,34813.25,724.0,25000,0.05,0.0799
1172,,Completed,8.0,Part-time,600.0,66.92,2000,,0.05
1173,AA,Completed,,Self-employed,6350.0,809.62,25000,0.33,
1175,D,Chargedoff,,Full-time,1525.0,137.29,4000,0.29,
1179,,Completed,9.0,Retired,3833.333333,66.97,1500,0.23,0.147
1192,HR,Chargedoff,,Not available,3833.333333,45.21,1200,0.12,
1193,C,Chargedoff,,Full-time,6666.666667,215.89,6500,0.33,
1194,,Completed,8.0,Employed,9133.333333,193.57,6000,0.24,0.038
1200,,Chargedoff,4.0,Employed,2666.666667,194.75,5000,0.26,0.1025
1202,E,Completed,,Full-time,3500.0,102.06,2500,0.03,
1203,AA,Completed,,Full-time,6250.0,742.69,23000,0.2,
1207,,Completed,7.0,Full-time,5395.0,161.7,4000,0.11,0.1
1208,B,Completed,,Full-time,6291.666667,329.96,9800,0.32,
1209,,Completed,8.0,Employed,11215.833333,249.97,2854,0.1,0.02
1211,C,Chargedoff,,,2666.666667,300.41,7866,0.18,
1212,A,Completed,,Retired,5000.0,315.53,9750,0.37,
1213,AA,Chargedoff,,Full-time,3845.25,501.77,15001,0.27,
1217,,Completed,10.0,Employed,12500.0,476.93,15000,0.05,0.0195
1218,D,Chargedoff,,Full-time,1791.6666670000002,244.37,7000,0.44,
1221,C,Chargedoff,,Full-time,2916.666667,154.37,3500,0.25,
1222,,Completed,7.0,Employed,2333.333333,84.36,2000,,0.108
1224,,Completed,5.0,Employed,3702.916667,169.13,4000,0.24,0.1475
1228,,Completed,7.0,Full-time,5416.666667,406.28,12500,0.09,0.015
1231,E,Chargedoff,,Full-time,2111.583333,128.99,3000,0.26,
1233,HR,Chargedoff,,Not available,3166.666667,117.7,3000,0.13,
1234,,Completed,9.0,Employed,4166.666667,204.86,6500,0.08,0.0174
1236,D,Completed,,,2787.5,92.78,2500,0.16,
1242,A,Completed,,Not employed,0.083333,97.82,3000,10.01,
1243,,Completed,10.0,Employed,5816.0,408.87,13000,0.09,0.0155
1247,,Chargedoff,8.0,Employed,6833.333333,166.3,4000,0.13,0.1375
1248,,Chargedoff,6.0,Full-time,1750.0,40.42,1000,0.14,0.1
1249,A,Completed,,Full-time,4250.0,190.83,6001,0.12,
1250,E,Completed,,Not available,3750.0,489.9,12000,0.29,
1253,,Completed,9.0,Full-time,4166.666667,38.27,1200,0.15,0.021
1256,A,Completed,,Full-time,6666.666667,30.54,1000,0.05,
1258,,Completed,10.0,Employed,6833.333333,230.87,7000,0.13,0.033
1259,,Chargedoff,8.0,Employed,3333.333333,384.58,15000,0.2,0.0595
1260,,Completed,4.0,Employed,7500.0,563.97,15000,0.17,0.0925
1266,AA,Completed,,Full-time,3333.333333,87.74,2800,0.21,
1268,,Completed,7.0,Employed,6250.0,120.86,3000,0.23,0.108
1271,C,Completed,,Full-time,4333.333333,237.28,7000,0.2,
1272,E,Completed,,Full-time,12500.0,59.64,1500,0.06,
1278,D,Chargedoff,,Full-time,4666.666667,218.46,6001,0.19,
1282,C,Completed,,Full-time,3000.0,97.64,2900,0.26,
1284,,Completed,8.0,Employed,3747.0,542.21,15000,0.38,0.0595
1285,,Completed,9.0,Retired,1761.3333329999998,133.95,4200,0.28,0.021
1286,C,Completed,,Full-time,4166.666667,172.96,5000,0.33,
1289,,Completed,6.0,Full-time,4295.75,254.47,5700,0.43,0.1
1290,,Completed,5.0,Employed,9011.666667,172.6,4000,0.12,0.165
1291,,Completed,7.0,Employed,4583.333333,572.78,15000,0.22,0.0925
1293,,Completed,7.0,Employed,6250.0,251.44,7700,0.23,0.112
1295,,Completed,5.0,Employed,7083.333333,122.24,3400,0.13,0.0699
1303,,Completed,5.0,Full-time,4333.333333,86.0,2000,0.14,0.19
1304,,Completed,8.0,Employed,31250.0,361.47,10000,0.07,0.0595
1306,,Completed,5.0,Employed,4035.166667,173.71,4000,0.42,0.165
1309,,Completed,9.0,Full-time,7916.666667,191.36,6000,0.24,0.021
1310,,Completed,6.0,Employed,2333.333333,288.79,11300,,0.042
1312,C,Chargedoff,,Full-time,1072.666667,34.74,1000,0.26,
1313,A,Completed,,Full-time,4333.333333,335.5,10000,0.38,
1319,,Chargedoff,4.0,Employed,6500.0,98.07,2500,0.08,0.1
1321,,Completed,1.0,Self-employed,5000.0,89.23,2000,,0.345
1323,,Completed,5.0,Employed,2624.0,266.96,3000,0.19,0.061
1324,E,Completed,,,4166.666667,38.71,1000,0.2,
1326,,Chargedoff,2.0,Other,2750.0,173.71,4000,1.19,0.165
1328,C,Completed,,Full-time,4345.666667,227.35,7000,0.23,
1329,B,Chargedoff,,Full-time,3333.333333,269.36,8000,0.25,
1332,C,Completed,,,3625.0,85.98,2500,0.29,
1333,,Completed,1.0,Self-employed,8000.0,321.39,7500,,0.149
1342,,Chargedoff,6.0,Other,3339.333333,74.83,2000,0.18,0.089
1343,C,Completed,,Self-employed,3750.0,224.48,7000,0.35,
1346,HR,Completed,,Self-employed,0.0,45.24,1000,,
1349,,Chargedoff,1.0,Full-time,3577.0,81.42,1800,0.44,0.345
1350,AA,Completed,,Part-time,1500.0,199.23,6000,0.43,
1351,D,Completed,,Full-time,1583.333333,82.38,3500,0.23,
1352,,Completed,6.0,Self-employed,2083.333333,381.41,13000,,0.0849
1353,AA,Completed,,Full-time,3741.666667,162.51,5000,0.5,
1356,HR,Completed,,Part-time,48.333333,48.74,1450,3.49,
1358,,Completed,7.0,Employed,5166.666667,293.37,8500,0.18,0.042
1360,,Completed,6.0,Full-time,5083.333333,66.16,1500,0.29,0.14
1361,,Chargedoff,8.0,Employed,12500.0,168.41,7000,0.13,0.033
1362,,Chargedoff,7.0,Employed,2083.333333,285.74,7000,0.48,0.112
1363,,Chargedoff,5.0,Employed,3750.0,259.63,6000,,0.147
1364,,Completed,5.0,Employed,4333.333333,242.97,7000,0.11,0.0499
1373,B,Chargedoff,,,5166.666667,70.07,2000,0.52,
1377,,Completed,4.0,Employed,4166.666667,86.85,2000,0.37,0.1675
1384,HR,Chargedoff,,Full-time,1916.6666670000002,90.47,2000,0.24,
1385,B,Completed,,Full-time,2750.0,297.77,9000,0.32,
1391,,Completed,9.0,Full-time,7416.666667,367.57,11500,0.2,0.021
1393,AA,Chargedoff,,Self-employed,2861.583333,322.44,10000,0.23,
1395,E,Completed,,,2908.333333,111.7,3001,0.19,
1401,AA,Completed,,Not available,5000.0,94.29,3000,0.02,
1404,C,Completed,,Full-time,4000.0,55.97,1500,0.11,
1406,B,Chargedoff,,Retired,2183.333333,170.89,5000,0.74,
1407,,Completed,10.0,Employed,6250.0,314.52,10000,0.15,0.0155
1410,,Completed,5.0,Employed,3750.0,170.01,6500,0.16,0.0549
1413,D,Completed,,Full-time,2833.333333,128.61,3500,0.21,
1415,AA,Completed,,Full-time,6250.0,60.39,2000,0.05,
1418,,Chargedoff,8.0,Employed,4416.666667,350.6,13000,0.17,0.0565
1420,,Completed,9.0,Full-time,3880.0,287.46,9000,0.24,0.015
1423,,Completed,6.0,Employed,2916.666667,90.47,2000,0.24,0.183
1424,,Completed,5.0,Full-time,8750.0,113.09,2500,0.2,0.18
1425,,Chargedoff,3.0,Self-employed,10000.0,173.71,4000,,0.165
1428,HR,Completed,,Part-time,1666.666667,14.42,1000,0.25,
1431,D,Chargedoff,,,2000.0,54.61,1500,0.23,
1434,,Completed,4.0,Employed,6666.666667,116.85,3000,0.02,0.1025
1435,A,Completed,,Not available,5000.0,95.05,3000,0.02,
1438,E,Completed,,Full-time,3500.0,35.1,1000,0.04,
1441,B,Completed,,Full-time,8265.833333,509.34,15000,0.17,
1443,D,Completed,,Full-time,2500.0,583.99,15000,0.7,
1446,,Completed,6.0,Employed,4500.0,171.98,4000,0.27,0.13
1448,,Completed,6.0,Employed,2333.333333,267.3,7000,0.18,0.0925
1450,,Completed,6.0,Employed,11666.666667,201.43,5000,0.16,0.108
1452,,Completed,5.0,Full-time,7250.0,180.94,4000,0.12,0.19
1455,AA,Completed,,Full-time,13889.0,741.27,22000,0.12,
1464,,Completed,6.0,Employed,9630.5,441.08,12880,0.25,0.0449
1471,D,Completed,,Not available,2916.666667,70.61,1900,0.2,
1478,AA,Chargedoff,,Self-employed,0.0,916.4,25000,,
1482,,Completed,4.0,Employed,4583.333333,350.55,9000,0.18,0.1025
1484,E,Completed,,Not available,4576.0,141.04,5000,0.2,
1485,B,Chargedoff,,Full-time,15000.0,354.04,10000,0.07,
1489,,Completed,6.0,Employed,3750.0,136.98,4000,0.25,0.0449
1490,,Completed,8.0,Full-time,25166.666666999998,345.92,10000,0.06,0.05
1496,E,Chargedoff,,Full-time,2040.0,45.24,1000,0.23,
1502,,Completed,2.0,Employed,750.0,173.71,4000,0.29,0.165
1503,,Completed,7.0,Employed,6500.0,621.18,25000,0.18,0.0549
1504,,Completed,3.0,Employed,9000.0,132.33,3000,0.23,0.24
1508,,Completed,5.0,Full-time,4583.333333,91.67,2500,0.39,0.065
1509,,Completed,8.0,Employed,2916.666667,135.77,5000,0.21,0.0649
1513,C,Completed,,Full-time,2400.0,185.26,6000,0.76,
1518,D,Completed,,Full-time,4083.333333,303.46,8000,0.24,
1521,HR,Chargedoff,,Not employed,0.0,99.64,3000,,
1523,D,Completed,,Full-time,2800.0,53.41,1250,0.07,
1525,,Completed,8.0,Full-time,3833.333333,175.17,2000,0.18,0.026
1527,,Completed,4.0,Self-employed,7166.666667,392.28,10000,,0.1
1530,HR,Chargedoff,,Not available,2500.0,95.48,2500,0.2,
1531,,Completed,8.0,Full-time,9166.666667,189.41,6000,0.14,0.015
1533,,Chargedoff,8.0,Employed,4166.666667,257.97,9500,0.16,0.0649
1534,,Completed,8.0,Employed,8850.0,410.12,15000,0.14,0.0595
1535,,Completed,9.0,Full-time,2625.0,77.94,2100,0.13,0.065
1539,AA,Completed,,Full-time,6037.416667,748.67,23000,0.35,
1543,A,Completed,,Full-time,5250.0,171.1,5900,0.07,
1544,E,Chargedoff,,Part-time,416.666667,38.87,1000,0.14,
1545,A,Chargedoff,,Full-time,4000.0,253.95,7900,0.08,
1547,,Completed,6.0,Full-time,5583.333333,224.65,5000,0.17,0.147
1548,HR,Completed,,Self-employed,8333.333333,102.74,2550,0.12,
1549,,Completed,9.0,Employed,6666.666667,260.54,7500,0.13,0.0595
1560,,Completed,9.0,Employed,4750.0,230.97,7000,0.16,0.038
1563,AA,Completed,,Full-time,4000.0,233.3,7500,0.19,
1569,,Completed,2.0,Other,5000.0,173.71,4000,0.21,0.165
1570,HR,Chargedoff,,Retired,3625.0,39.29,1200,0.35,
1571,B,Completed,,Full-time,4166.666667,75.35,2300,0.22,
1574,,Completed,5.0,Employed,3000.0,169.13,4000,0.19,0.1475
1576,,Completed,8.0,Employed,4876.333333,360.22,10000,0.18,0.0649
1580,,Completed,10.0,Part-time,2166.666667,50.29,1600,0.4,0.021
1584,A,Completed,,Full-time,3083.333333,33.18,1000,0.64,
1585,,Chargedoff,8.0,Employed,8166.666667,410.12,15000,0.07,0.0595
1586,A,Completed,,Full-time,2541.666667,173.11,5500,0.19,
1587,A,Completed,,Full-time,987.583333,201.38,6063,0.23,
1588,E,Completed,,Full-time,5400.0,0.0,1000,0.16,
1589,A,Completed,,Full-time,1920.0833329999998,30.84,1000,0.02,
1590,,Completed,8.0,Employed,7833.333333,128.19,5000,0.16,0.0565
1591,B,Completed,,Full-time,4166.666667,100.62,3000,0.17,
1592,,Completed,6.0,Employed,10833.333333,325.19,10000,0.28,0.112
1594,B,Completed,,Full-time,7013.083333,461.4,13500,0.28,
1598,,Chargedoff,8.0,Full-time,5200.0,161.91,4000,0.16,0.1
1603,,Chargedoff,5.0,Employed,5220.0,162.85,3750,0.09,0.1675
1605,,Completed,3.0,Employed,3302.666667,136.32,3500,0.3,0.1025
1606,A,Completed,,Full-time,2833.166667,354.94,11000,0.16,
1608,C,Chargedoff,,Full-time,2160.0,132.76,3500,0.72,
1609,,Completed,1.0,Self-employed,25000.0,588.41,15000,,0.1
1613,C,Completed,,Part-time,1380.833333,45.24,1000,0.63,
1615,AA,Completed,,Full-time,4166.666667,30.88,1000,0.05,
1617,,Completed,4.0,Employed,1422.416667,248.8,5500,0.91,0.183
1618,,Completed,3.0,Employed,7750.0,447.24,15000,0.18,0.1075
1622,,Completed,10.0,Employed,3541.666667,460.08,15000,0.18,0.0155
1623,,Completed,10.0,Employed,2916.666667,469.01,15000,0.17,0.013
1624,D,Chargedoff,,Full-time,2033.3333329999998,90.47,2000,0.28,
1626,C,Completed,,Full-time,7083.333333,198.9,5000,0.18,
1627,D,Completed,,Full-time,7083.25,175.0,3900,0.23,
1628,,Completed,8.0,Employed,833.333333,70.3,2000,0.18,0.0595
1631,D,Completed,,Not available,5416.666667,176.35,5000,0.13,
1632,,Completed,8.0,Employed,10750.0,803.26,24500,0.21,0.02
1634,,Completed,5.0,Employed,5000.0,179.48,4000,0.13,0.142
1637,AA,Completed,,Full-time,4625.0,402.16,13000,0.24,
1638,,Chargedoff,6.0,Other,4333.333333,446.71,15000,0.4,0.0925
1639,E,Completed,,,3330.166667,144.21,4000,0.54,
1640,,Completed,6.0,Employed,7291.666667,198.77,5000,0.12,0.119
1642,,Chargedoff,6.0,Employed,5416.666667,173.71,4000,0.13,0.1625
1645,,Completed,2.0,Employed,4333.333333,161.99,4000,0.12,0.1225
1646,,Completed,8.0,Employed,9583.333333,326.87,10000,0.17,0.0299
1649,HR,Chargedoff,,Not available,2500.0,34.62,1000,0.02,
1650,,Completed,3.0,Employed,4050.0,173.71,4000,0.41,0.165
1652,,Chargedoff,1.0,Employed,19000.0,326.62,7500,,0.147
1655,D,Completed,,Full-time,10000.0,123.05,3500,0.11,
1658,,Completed,6.0,Employed,3750.0,120.25,3000,0.34,0.112
1662,,Completed,6.0,Other,4583.333333,361.05,4000,0.18,0.088
1663,,Completed,3.0,Employed,7500.0,304.99,10000,0.19,0.1375
1664,,Completed,3.0,Other,583.333333,173.71,4000,,0.165
1665,D,Chargedoff,,Full-time,5500.0,36.66,1000,0.21,
1667,,Completed,8.0,Employed,8750.0,397.32,15000,0.18,0.077
1670,D,Completed,,Full-time,8750.0,143.74,3500,0.37,
1674,,Chargedoff,5.0,Employed,2500.0,108.57,2500,0.06,0.165
1678,,Completed,1.0,Self-employed,833.333333,173.71,4000,,0.165
1681,D,Chargedoff,,,4166.666667,161.16,4000,0.36,
1683,D,Chargedoff,,Full-time,5700.0,185.31,5000,0.29,
1684,,Completed,7.0,Employed,3100.0,148.31,3700,0.08,0.112
1685,NC,Chargedoff,,Not available,1600.0,35.28,1000,,
1687,D,Completed,,Full-time,8333.333333,179.89,5000,0.16,
1692,E,Completed,,Full-time,2833.333333,76.65,1900,0.2,
1694,,Chargedoff,5.0,Self-employed,2666.666667,169.36,3900,,0.165
1695,B,Chargedoff,,Full-time,3333.333333,519.21,15001,0.41,
1696,,Chargedoff,6.0,Employed,2666.666667,161.14,4000,0.23,0.108
1701,HR,Completed,,Full-time,2773.333333,126.53,3500,0.29,
1704,,Completed,5.0,Full-time,5000.0,284.99,6300,0.54,0.18
1705,C,Completed,,Full-time,11284.0,342.99,10000,0.15,
1706,,Completed,2.0,Employed,3000.0,114.49,3800,0.1,0.0975
1708,A,Completed,,Full-time,5416.666667,163.22,5000,0.03,
1710,E,Completed,,Full-time,6625.0,39.63,1000,0.05,
1711,AA,Completed,,Full-time,20427.0,800.21,24999,0.05,
1712,,Completed,7.0,Employed,4966.666667,492.99,13000,0.29,0.089
1713,B,Completed,,Full-time,2500.0,314.23,9000,0.27,
1715,,Completed,7.0,Employed,3416.666667,410.4,16000,0.37,0.0499
1719,B,Completed,,Not available,4900.0,32.98,1000,0.16,
1720,,Chargedoff,7.0,Employed,4500.0,341.3,9000,0.17,0.089
1722,,Completed,8.0,Full-time,5250.0,245.02,8500,0.11,0.021
1727,A,Completed,,Part-time,291.666667,73.07,2200,0.34,
1728,E,Chargedoff,,,5833.333333,103.76,2550,0.21,
1730,,Completed,5.0,Employed,2916.666667,241.71,6000,0.1,0.112
1731,,Chargedoff,5.0,Full-time,7700.0,180.94,4000,0.13,0.183
1732,,Completed,6.0,Employed,3291.666667,157.04,3500,0.05,0.142
1736,A,Completed,,Full-time,14583.333333,845.36,25000,0.15,
1737,B,Completed,,Full-time,2875.0,187.44,5500,0.4,
1740,AA,Completed,,Not available,7940.0,139.55,4450,0.14,
1741,,Chargedoff,5.0,Employed,5891.666667,173.71,4000,0.08,0.1625
1745,,Chargedoff,5.0,Employed,11583.333333,547.11,15000,0.25,0.0699
1746,E,Completed,,Full-time,5000.0,35.29,2000,0.37,
1748,D,Completed,,Not available,2460.0,104.86,3000,0.19,
1749,,Completed,10.0,Employed,3333.333333,299.61,3500,0.14,0.0155
1754,E,Completed,,Full-time,3333.333333,57.21,1500,0.39,
1755,C,Completed,,Full-time,10000.0,105.47,3000,0.07,
1757,C,Completed,,Full-time,3716.666667,450.7,11490,0.25,
1759,,Chargedoff,5.0,Employed,2083.333333,171.08,4000,0.22,0.147
1760,,Completed,8.0,Employed,6333.333333,108.07,3000,0.11,0.0649
1761,,Completed,5.0,Employed,12204.666667,592.6,15000,0.27,0.119
1762,,Completed,9.0,Employed,5583.333333,327.15,10000,0.17,0.035
1763,,Completed,8.0,Employed,8750.0,384.58,15000,0.1,0.0565
1765,,Completed,7.0,Full-time,4083.333333,60.32,1500,0.18,0.1
1768,A,Completed,,,8333.333333,119.39,3700,0.2,
1770,,Completed,2.0,Self-employed,6666.666667,165.15,4000,,0.1325
1776,,Chargedoff,6.0,Employed,5000.0,175.72,6000,0.34,0.089
1781,HR,Chargedoff,,Full-time,1000.0,44.6,1200,0.08,
1782,,Completed,5.0,Full-time,2666.666667,45.24,1000,0.12,0.18
1788,B,Completed,,Full-time,4100.0,742.05,20000,0.4,
1790,HR,Chargedoff,,Self-employed,0.0,45.24,1000,,
1799,HR,Chargedoff,,Full-time,2000.0,125.76,2780,0.06,
1801,,Completed,7.0,Employed,6666.666667,364.55,12500,0.11,0.089
1802,,Completed,7.0,Employed,2253.333333,94.38,2700,0.25,0.052
1804,AA,Completed,,Full-time,1908.1666670000002,152.91,4850,0.13,
1805,,Chargedoff,5.0,Employed,6166.666667,86.38,2000,0.55,0.1575
1806,C,Completed,,Not available,14000.0,173.33,5000,0.04,
1808,,Completed,8.0,Employed,10000.0,316.34,7500,0.12,0.108
1809,B,Chargedoff,,Self-employed,4000.0,534.79,15000,0.18,
1813,,Completed,8.0,Employed,4333.333333,195.01,6000,0.16,0.0274
1814,,Completed,9.0,Employed,16333.333333,361.11,11250,0.17,0.02
1815,,Completed,8.0,Employed,3750.0,178.63,2000,0.05,0.0595
1817,E,Completed,,Full-time,3532.333333,125.76,3001,0.21,
1818,B,Completed,,Full-time,8333.333333,170.89,5000,0.34,
1822,E,Completed,,Full-time,0.0,43.67,1250,,
1824,E,Chargedoff,,Full-time,10416.666667,40.35,1030,0.27,
1827,,Completed,9.0,Employed,3750.0,170.49,5200,0.15,0.02
1830,B,Completed,,Self-employed,8333.333333,185.82,5000,0.22,
1833,,Completed,8.0,Employed,5508.333333,255.76,7100,0.22,0.0649
1836,C,Completed,,Full-time,3862.5,106.31,3100,0.39,
1838,C,Chargedoff,,Full-time,4316.666667,120.0,3100,0.43,
1839,,Completed,10.0,Full-time,4583.333333,29.64,1000,0.05,0.006
1841,HR,Chargedoff,,Full-time,2896.333333,101.43,2551,0.12,
1844,AA,Completed,,,0.0,37.6,1200,,
1846,,Chargedoff,5.0,Self-employed,7000.0,197.53,5000,,0.119
1847,D,Completed,,Not available,5000.0,392.9,10500,0.08,
1848,,Completed,9.0,Full-time,3416.666667,46.76,1300,,0.065
1849,B,Completed,,Full-time,5833.333333,282.19,8500,0.22,
1850,,Completed,10.0,Employed,4166.666667,61.75,2000,0.08,0.0155
1856,AA,Completed,,Full-time,4666.666667,107.73,3500,0.2,
1859,C,Completed,,,2583.333333,346.65,10000,0.15,
1860,,Chargedoff,7.0,Employed,6069.0,348.18,9500,0.32,0.061
